Order ID,Customer ID,Product ID,Date,Original Price,Discount%
OD0552,C037,P0462,2021-06-22,654,0.5
OD0553,C038,P0462,2021-01-13,654,0.5
OD0554,C039,P0462,2022-07-30,356,0.5
OD0555,C040,P0463,2022-01-07,686,0.5
OD0556,C041,P0464,2021-01-09,456,0.3
OD0557,C042,P0465,2023-01-08,516,0.32
OD0558,C043,P0466,2022-11-07,355,0.25
OD0559,C044,P0467,2022-11-25,465,0.45
OD0560,C045,P0468,2022-06-30,965,0.15
OD0561,C046,P0469,2022-05-14,1158,0.33
OD0562,C047,P0470,2021-03-12,264,0.42
OD0563,C048,P0471,2023-01-17,433,0.42
OD0564,C049,P0472,2021-06-26,562,0.39
OD0565,C050,P0473,2021-01-29,423,0.39
OD0566,C051,P0474,2022-03-17,621,0.39
OD0567,C052,P0475,2021-02-03,333,0.39
OD0568,C053,P0476,2021-05-20,236,0.3
OD0569,C054,P0477,2022-02-09,456,0.3
OD0570,C055,P0478,2021-03-19,963,0.3
OD0571,C056,P0479,2023-01-08,234,0.25
OD0572,C057,P0480,2021-03-06,456,0.25
OD0573,C058,P0480,2022-09-18,564,0.3
OD0574,C059,P0480,2022-10-29,634,0.3
OD0575,C060,P0480,2023-03-19,236,0.3
OD0576,C061,P0480,2022-07-18,444,0.4
OD0577,C062,P0481,2021-02-07,456,0.4
OD0578,C063,P0482,2022-02-24,963,0.4
OD0579,C064,P0483,2021-02-24,456,0.4
OD0580,C065,P0484,2022-05-05,1189,0.4
OD0581,C066,P0485,2021-06-17,1298,0.4
OD0582,C067,P0486,2021-01-10,1456,0.45
OD0583,C068,P0487,2023-03-01,1478,0.45
OD0584,C069,P0488,2023-01-15,256,0.45
OD0585,C070,P0489,2022-08-25,2698,0.47
OD0586,C071,P0490,2022-04-03,2364,0.47
OD0587,C072,P0491,2021-02-08,1236,0.46
OD0588,C073,P0492,2022-06-09,756,0.46
OD0589,C074,P0493,2023-01-19,326,0.46
OD0590,C075,P0494,2022-01-08,453,0.3
OD0591,C076,P0495,2021-07-30,326,0.3
OD0592,C077,P0496,2021-05-22,456,0.3
OD0593,C078,P0497,2022-08-20,456,0.3
OD0594,C079,P0497,2022-03-08,456,0.3
OD0595,C080,P0497,2021-10-20,456,0.35
OD0596,C081,P0497,2022-01-05,236,0.35
OD0597,C082,P0497,2022-06-11,996,0.35
OD0598,C083,P0497,2021-12-04,654,0.35
OD0599,C084,P0497,2021-05-19,456,0.35
OD0600,C085,P0498,2022-09-19,785,0.35
OD0601,C086,P0499,2022-02-20,365,0.4
OD0602,C087,P0500,2022-07-20,965,0.4
OD0603,C088,P0501,2022-12-04,444,0.15
OD0604,C089,P0502,2021-02-14,569,0.15
OD0605,C090,P0503,2022-03-17,475,0.15
OD0606,C091,P0504,2021-05-24,598,0.35
OD0607,C092,P0505,2021-11-29,536,0.35
OD0608,C093,P0506,2021-07-03,256,0.35
OD0609,C094,P0507,2021-10-19,456,0.35
OD0610,C095,P0508,2022-02-10,456,0.55
OD0611,C096,P0509,2023-01-05,745,0.55
OD0612,C097,P0510,2022-08-24,356,0.55
OD0613,C098,P0511,2022-06-05,1189,0.55
OD0614,C099,P0512,2021-01-31,426,0.5
OD0615,C100,P0513,2021-05-22,1126,0.5
OD0616,C001,P0514,2022-06-28,1145,0.5
OD0617,C002,P0515,2021-11-21,1235,0.5
OD0618,C003,P0516,2021-08-05,1564,0.5
OD0619,C004,P0517,2022-08-13,654,0.3
OD0620,C005,P0518,2022-10-30,854,0.32
OD0621,C006,P0519,2022-06-19,475,0.25
OD0622,C007,P0520,2021-11-28,475,0.45
OD0623,C008,P0521,2022-11-09,475,0.15
OD0624,C009,P0522,2022-03-11,475,0.33
OD0625,C010,P0523,2021-06-23,475,0.42
OD0626,C011,P0523,2022-10-25,475,0.42
OD0627,C012,P0523,2022-03-28,475,0.39
OD0628,C013,P0523,2022-12-02,475,0.39
OD0629,C014,P0523,2021-12-02,564,0.39
OD0630,C015,P0524,2022-10-20,478,0.39
OD0631,C016,P0525,2023-03-27,1264,0.3
OD0632,C017,P0526,2023-01-28,458,0.3
OD0633,C018,P0527,2021-04-18,899,0.3
OD0634,C019,P0528,2021-05-23,859,0.3
OD0635,C020,P0529,2022-02-16,758,0.3
OD0636,C021,P0530,2022-07-25,2354,0.3
OD0637,C022,P0531,2023-02-18,2344,0.3
OD0638,C023,P0532,2021-07-16,2453,0.3
OD0639,C024,P0533,2022-06-15,2154,0.3
OD0640,C025,P0534,2022-08-30,896,0.3
OD0641,C026,P0535,2021-05-01,756,0.3
OD0642,C027,P0536,2023-01-20,236,0.3
OD0643,C028,P0537,2022-04-25,475,0.3
OD0644,C029,P0538,2022-02-12,589,0.3
OD0645,C030,P0539,2021-10-05,365,0.3
OD0646,C031,P0540,2023-02-23,1233,0.3
OD0647,C032,P0541,2023-03-07,1233,0.3
OD0648,C033,P0542,2022-09-18,1233,0.3
OD0649,C034,P0543,2022-12-09,1233,0.3
OD0650,C035,P0544,2022-08-20,1233,0.3
OD0651,C036,P0545,2022-01-21,1233,0.3
OD0652,C037,P0546,2022-05-22,456,0.3
OD0653,C038,P0547,2023-03-09,456,0.3
OD0654,C039,P0548,2021-09-17,456,0.3
OD0655,C040,P0549,2021-09-12,456,0.3
OD0656,C041,P0550,2021-01-02,786,0.3
OD0657,C042,P0551,2021-09-19,786,0.3
OD0658,C043,P0552,2021-02-22,786,0.3
OD0659,C044,P0553,2021-05-23,786,0.3
OD0660,C045,P0554,2022-01-11,786,0.3
OD0661,C046,P0555,2022-11-09,786,0.3
OD0662,C047,P0556,2022-10-20,569,0.3
OD0663,C048,P0557,2022-02-26,569,0.3
OD0664,C049,P0557,2022-11-14,569,0.3
OD0665,C050,P0557,2022-06-22,569,0.3
OD0666,C051,P0557,2022-01-11,569,0.3
OD0667,C052,P0557,2022-01-14,569,0.3
OD0668,C053,P0557,2021-03-09,569,0.3
OD0669,C054,P0557,2022-05-01,569,0.3
OD0670,C055,P0558,2021-10-13,349,0.3
OD0671,C056,P0559,2022-12-03,350,0.3
OD0672,C057,P0560,2022-05-30,351,0.3
OD0673,C058,P0561,2021-05-10,352,0.3
OD0674,C059,P0562,2022-12-15,353,0.3
OD0675,C060,P0563,2021-09-08,354,0.3
OD0676,C061,P0564,2022-06-29,355,0.3
OD0677,C062,P0565,2021-10-27,356,0.3
OD0678,C063,P0566,2022-12-05,999,0.3
OD0679,C064,P0567,2021-06-15,555,0.3
OD0680,C065,P0568,2022-07-06,555,0.3
OD0681,C066,P0569,2021-03-31,555,0.3
OD0682,C067,P0570,2022-11-21,555,0.3
OD0683,C068,P0571,2023-01-05,1025,0.3
OD0684,C069,P0572,2021-03-14,1025,0.3
OD0685,C070,P0573,2021-04-05,1025,0.3
OD0686,C071,P0574,2021-07-16,555,0.3
OD0687,C072,P0575,2021-09-24,599,0.3
OD0688,C073,P0576,2023-03-19,555,0.3
OD0689,C074,P0577,2022-10-23,555,0.3
OD0690,C075,P0578,2022-07-12,565,0.3
OD0691,C076,P0579,2021-11-10,555,0.3
OD0692,C077,P0580,2022-12-30,999,0.3
OD0693,C078,P0581,2023-02-07,999,0.3
OD0694,C079,P0581,2023-03-03,999,0.3
OD0695,C080,P0581,2021-08-02,999,0.3
OD0696,C081,P0581,2022-02-01,1119,0.3
OD0697,C082,P0581,2021-05-04,1119,0.3
OD0698,C083,P0582,2021-08-11,1119,0.3
OD0699,C084,P0583,2023-02-17,1119,0.3
OD0700,C085,P0584,2022-05-07,985,0.3
OD0701,C086,P0585,2021-06-07,985,0.3
OD0702,C087,P0586,2022-03-10,985,0.3
OD0703,C088,P0587,2021-08-20,985,0.3
OD0704,C089,P0588,2021-10-24,985,0.3
OD0705,C090,P0589,2021-07-28,369,0.3
OD0706,C091,P0590,2021-03-13,399,0.3
OD0707,C092,P0591,2021-04-23,399,0.3
OD0708,C093,P0592,2022-04-19,399,0.3
OD0709,C094,P0593,2022-03-25,399,0.3
OD0710,C095,P0594,2023-03-29,555,0.3
OD0711,C096,P0595,2021-05-25,555,0.3
OD0712,C097,P0596,2022-10-12,555,0.3
OD0713,C098,P0596,2022-04-20,555,0.3
OD0714,C099,P0596,2022-03-31,675,0.3
OD0715,C100,P0596,2022-06-09,675,0.3
OD0716,C001,P0596,2021-02-12,675,0.3
OD0717,C002,P0597,2021-11-11,654,0.3
OD0718,C003,P0598,2022-05-13,654,0.3
OD0719,C004,P0599,2021-10-10,654,0.3
OD0720,C005,P0600,2021-10-29,654,0.3
OD0721,C006,P0601,2022-07-20,356,0.3
OD0722,C007,P0602,2021-12-23,686,0.3
OD0723,C008,P0603,2022-07-17,456,0.3
OD0724,C009,P0604,2022-11-03,516,0.3
OD0725,C010,P0605,2021-06-06,355,0.3
OD0726,C011,P0606,2022-02-20,465,0.3
OD0727,C012,P0607,2021-02-27,965,0.3
OD0728,C013,P0608,2023-03-13,1158,0.3
OD0729,C014,P0609,2021-06-08,264,0.3
OD0730,C015,P0610,2021-04-06,433,0.3
OD0731,C016,P0611,2021-06-20,562,0.3
OD0732,C017,P0612,2022-07-18,423,0.3
OD0733,C018,P0613,2021-07-02,621,0.3
OD0734,C019,P0614,2022-02-28,333,0.3
OD0735,C020,P0615,2022-03-17,236,0.3
OD0736,C021,P0616,2023-02-08,456,0.3
OD0737,C022,P0617,2021-03-13,963,0.3
OD0738,C023,P0618,2022-01-16,234,0.3
OD0739,C024,P0619,2021-02-25,456,0.3
OD0740,C025,P0620,2023-03-28,564,0.3
OD0741,C026,P0621,2022-12-23,634,0.3
OD0742,C027,P0622,2022-10-07,236,0.3
OD0743,C028,P0623,2022-09-19,444,0.3
OD0744,C029,P0624,2022-11-10,456,0.3
OD0745,C030,P0625,2022-12-02,963,0.3
OD0746,C031,P0626,2021-04-12,456,0.3
OD0747,C032,P0627,2021-05-01,1189,0.3
OD0748,C033,P0628,2022-04-02,1298,0.3
OD0749,C034,P0628,2022-12-02,1456,0.3
OD0750,C035,P0628,2022-03-28,1478,0.3
OD0751,C036,P0628,2022-10-04,256,0.3
OD0752,C037,P0629,2021-05-11,2698,0.3
OD0753,C038,P0630,2022-11-24,2364,0.3
OD0754,C039,P0631,2023-02-06,1236,0.3
OD0755,C040,P0632,2022-02-09,756,0.3
OD0756,C041,P0633,2021-08-23,326,0.3
OD0757,C042,P0634,2022-05-16,453,0.3
OD0758,C043,P0635,2022-04-30,326,0.3
OD0759,C044,P0636,2022-07-31,456,0.3
OD0760,C045,P0637,2022-12-23,675,0.3
OD0761,C046,P0638,2021-11-06,654,0.3
OD0762,C047,P0639,2022-04-19,654,0.3
OD0763,C048,P0640,2021-12-04,654,0.3
OD0764,C049,P0641,2023-01-24,654,0.3
OD0765,C050,P0642,2022-11-18,356,0.3
OD0766,C051,P0643,2022-01-11,686,0.3
OD0767,C052,P0643,2022-12-21,456,0.3
OD0768,C053,P0643,2021-07-09,516,0.3
OD0769,C054,P0643,2022-12-21,355,0.3
OD0770,C055,P0643,2023-01-15,465,0.3
OD0771,C056,P0644,2021-10-01,965,0.3
OD0772,C057,P0645,2021-01-18,1158,0.3
OD0773,C058,P0646,2022-05-09,264,0.3
OD0774,C059,P0647,2021-05-14,433,0.3
OD0775,C060,P0648,2021-06-27,562,0.3
OD0776,C061,P0649,2021-06-19,423,0.3
OD0777,C062,P0650,2021-09-19,621,0.3
OD0778,C063,P0651,2021-03-11,333,0.3
OD0779,C064,P0652,2021-04-05,236,0.3
OD0780,C065,P0653,2021-03-12,456,0.3
OD0781,C066,P0654,2022-12-10,963,0.3
OD0782,C067,P0655,2022-04-12,234,0.3
OD0783,C068,P0656,2022-09-27,456,0.3
OD0784,C069,P0657,2022-01-28,564,0.3
OD0785,C070,P0658,2022-06-04,634,0.3
OD0786,C071,P0659,2021-09-24,236,0.3
OD0787,C072,P0660,2021-08-16,444,0.3
OD0788,C073,P0661,2022-07-01,456,0.3
OD0789,C074,P0662,2021-07-03,963,0.3
OD0790,C075,P0663,2022-09-10,456,0.3
OD0791,C076,P0664,2021-01-06,1189,0.3
OD0792,C077,P0665,2022-09-18,1298,0.3
OD0793,C078,P0666,2021-06-05,1456,0.3
OD0794,C079,P0667,2023-01-07,1478,0.3
OD0795,C080,P0668,2022-03-03,256,0.3
OD0796,C081,P0669,2021-10-05,2698,0.3
OD0797,C082,P0670,2021-08-20,2364,0.3
OD0798,C083,P0671,2021-02-10,1236,0.3
OD0799,C084,P0672,2021-08-29,756,0.3
OD0800,C085,P0673,2022-02-13,326,0.3
OD0801,C086,P0674,2021-03-18,453,0.3
OD0802,C087,P0675,2021-02-14,326,0.3
OD0803,C088,P0676,2022-08-26,456,0.3
OD0804,C089,P0677,2022-10-12,675,0.3
OD0805,C090,P0678,2022-01-26,654,0.3
OD0806,C091,P0679,2021-08-26,654,0.3
OD0807,C092,P0680,2021-05-02,654,0.3
OD0808,C093,P0681,2022-08-15,654,0.3
OD0809,C094,P0682,2021-11-04,356,0.3
OD0810,C095,P0683,2021-06-27,686,0.3
OD0811,C096,P0684,2022-03-16,456,0.3
OD0812,C097,P0685,2021-04-04,516,0.3
OD0813,C098,P0686,2021-03-07,355,0.3
OD0814,C099,P0686,2022-10-08,465,0.3
OD0815,C100,P0686,2022-07-24,965,0.3
OD0816,C001,P0686,2022-04-06,1158,0.3
OD0817,C002,P0686,2021-03-10,264,0.3
OD0818,C003,P0686,2021-03-11,433,0.3
OD0819,C004,P0687,2021-04-29,562,0.3
OD0820,C005,P0688,2022-06-14,423,0.3
OD0821,C006,P0689,2021-11-14,621,0.3
OD0822,C007,P0690,2023-01-30,333,0.3
OD0823,C008,P0691,2022-04-19,236,0.3
OD0824,C009,P0692,2022-06-26,456,0.3
OD0825,C010,P0693,2023-03-03,963,0.3
OD0826,C011,P0694,2022-05-21,234,0.3
OD0827,C012,P0695,2021-03-25,456,0.3
OD0828,C013,P0696,2022-05-09,564,0.3
OD0829,C014,P0697,2021-12-06,634,0.3
OD0830,C015,P0698,2021-07-09,236,0.3
OD0831,C016,P0699,2022-02-27,444,0.3
OD0832,C017,P0700,2022-08-04,456,0.3
OD0833,C018,P0701,2023-01-02,963,0.3
OD0834,C019,P0702,2022-04-05,456,0.3
OD0835,C020,P0703,2022-04-06,1189,0.3
OD0836,C021,P0704,2022-11-26,1298,0.3
OD0837,C022,P0705,2021-01-28,1456,0.3
OD0838,C023,P0706,2023-02-19,1478,0.3
OD0839,C024,P0707,2021-03-19,256,0.3
OD0840,C025,P0708,2021-10-23,2698,0.3
OD0841,C026,P0709,2022-03-31,2364,0.3
OD0842,C027,P0710,2021-07-08,1236,0.3
OD0843,C028,P0711,2021-10-03,756,0.3
OD0844,C029,P0712,2021-04-07,326,0.3
OD0845,C030,P0713,2022-03-17,453,0.3
OD0846,C031,P0714,2021-02-24,326,0.3
OD0847,C032,P0715,2022-01-27,456,0.3
OD0848,C033,P0716,2021-02-11,456,0.3
OD0849,C034,P0717,2023-02-12,456,0.3
OD0850,C035,P0718,2021-04-12,456,0.3
OD0851,C036,P0719,2022-03-19,236,0.3
OD0852,C037,P0720,2022-12-24,996,0.3
OD0853,C038,P0721,2021-10-23,654,0.3
OD0854,C039,P0722,2022-12-04,456,0.3
OD0855,C040,P0722,2021-03-14,785,0.3
OD0856,C041,P0722,2021-05-20,365,0.25
OD0857,C042,P0722,2021-10-13,965,0.25
OD0858,C043,P0722,2022-11-23,444,0.3
OD0859,C044,P0723,2022-05-02,569,0.3
OD0860,C045,P0724,2023-01-25,475,0.3
OD0861,C046,P0725,2022-07-02,598,0.4
OD0862,C047,P0726,2022-02-03,536,0.4
OD0863,C048,P0727,2021-08-28,256,0.4
OD0864,C049,P0728,2021-04-06,456,0.4
OD0865,C050,P0729,2022-08-06,456,0.4
OD0866,C051,P0730,2021-12-30,745,0.4
OD0867,C052,P0731,2021-08-24,356,0.45
OD0868,C053,P0732,2023-01-30,1189,0.45
OD0869,C054,P0733,2022-07-07,426,0.45
OD0870,C055,P0734,2021-01-15,1126,0.47
OD0871,C056,P0735,2021-06-16,1145,0.47
OD0872,C057,P0736,2022-09-06,1235,0.46
OD0873,C058,P0737,2023-03-16,1564,0.46
OD0874,C059,P0738,2022-12-19,654,0.46
OD0875,C060,P0739,2021-06-30,854,0.3
OD0876,C061,P0740,2022-09-18,475,0.3
OD0877,C062,P0741,2021-06-12,349,0.3
OD0878,C063,P0742,2021-10-27,350,0.3
OD0879,C064,P0743,2023-03-17,351,0.3
OD0880,C065,P0744,2022-02-04,352,0.35
OD0881,C066,P0745,2022-10-14,353,0.35
OD0882,C067,P0746,2022-11-02,354,0.35
OD0883,C068,P0747,2022-02-05,355,0.35
OD0884,C069,P0748,2021-12-25,356,0.35
OD0885,C070,P0749,2021-07-02,999,0.35
OD0886,C071,P0750,2021-11-20,555,0.4
OD0887,C072,P0751,2021-11-17,555,0.4
OD0888,C073,P0752,2022-02-09,555,0.15
OD0889,C074,P0753,2022-11-23,555,0.15
OD0890,C075,P0754,2021-04-04,1025,0.15
OD0891,C076,P0754,2022-07-06,1025,0.35
OD0892,C077,P0754,2021-05-25,1025,0.35
OD0893,C078,P0754,2022-05-17,555,0.35
OD0894,C079,P0754,2022-10-05,599,0.35
OD0895,C080,P0754,2022-07-07,555,0.55
OD0896,C081,P0754,2023-03-05,555,0.55
OD0897,C082,P0754,2022-08-17,565,0.55
OD0898,C083,P0755,2021-10-04,555,0.55
OD0899,C084,P0756,2022-08-30,999,0.5
OD0900,C085,P0757,2021-05-01,999,0.5
OD0901,C086,P0758,2023-01-25,999,0.5
OD0902,C087,P0759,2021-07-20,999,0.5
OD0903,C088,P0760,2021-05-28,1119,0.5
OD0904,C089,P0761,2021-06-05,1119,0.3
OD0905,C090,P0762,2021-11-08,1119,0.32
OD0906,C091,P0763,2021-04-05,1119,0.25
OD0907,C092,P0764,2021-12-16,2234,0.45
OD0908,C093,P0765,2022-12-24,2345,0.15
OD0909,C094,P0766,2021-03-04,2245,0.33
OD0910,C095,P0767,2021-08-15,2145,0.42
OD0911,C096,P0768,2022-04-19,2354,0.42
OD0912,C097,P0769,2022-04-26,2214,0.39
OD0913,C098,P0770,2023-02-07,2145,0.39
OD0914,C099,P0771,2021-01-02,2235,0.39
OD0915,C100,P0772,2022-08-03,2354,0.39
OD0916,C001,P0773,2023-03-14,2345,0.3
OD0917,C002,P0774,2022-08-18,2214,0.3
OD0918,C003,P0775,2022-04-27,2145,0.3
OD0919,C004,P0776,2022-06-24,2365,0.25
OD0920,C005,P0777,2022-09-19,2541,0.25
OD0921,C006,P0778,2021-07-29,2145,0.3
OD0922,C007,P0779,2021-10-01,2214,0.3
OD0923,C008,P0780,2022-07-25,2354,0.3
OD0924,C009,P0781,2021-10-11,3452,0.4
OD0925,C010,P0782,2022-04-18,1452,0.4
OD0926,C011,P0783,2021-10-23,1246,0.4
OD0927,C012,P0784,2022-03-14,2345,0.4
OD0928,C013,P0785,2022-08-11,2235,0.4
OD0929,C014,P0786,2021-06-29,2234,0.4
OD0930,C015,P0787,2021-01-01,1452,0.45
OD0931,C016,P0788,2022-07-03,2356,0.45
OD0932,C017,P0789,2021-12-03,2245,0.45
OD0933,C018,P0790,2021-05-12,2235,0.47
OD0934,C019,P0790,2021-07-28,965,0.47
OD0935,C020,P0790,2022-07-07,1158,0.46
OD0936,C021,P0790,2021-08-12,264,0.46
OD0937,C022,P0790,2022-08-22,433,0.46
OD0938,C023,P0790,2023-02-27,562,0.3
OD0939,C024,P0791,2021-05-08,423,0.3
OD0940,C025,P0792,2022-10-13,621,0.3
OD0941,C026,P0793,2022-12-28,333,0.3
OD0942,C027,P0794,2022-10-17,236,0.3
OD0943,C028,P0795,2022-11-19,456,0.35
OD0944,C029,P0796,2021-07-02,963,0.35
OD0945,C030,P0797,2022-04-07,234,0.35
OD0946,C031,P0798,2022-06-03,456,0.35
OD0947,C032,P0799,2022-06-10,564,0.35
OD0948,C033,P0800,2023-01-02,634,0.35
OD0949,C034,P0801,2021-04-11,236,0.4
OD0950,C035,P0802,2022-08-25,444,0.4
OD0951,C036,P0803,2021-09-20,456,0.15
OD0952,C037,P0804,2021-01-14,963,0.15
OD0953,C038,P0805,2022-07-05,456,0.15
OD0954,C039,P0806,2021-11-17,1189,0.34
OD0955,C040,P0807,2022-04-02,1298,0.34
OD0956,C041,P0808,2021-10-22,1456,0.34
OD0957,C042,P0809,2021-07-24,1478,0.34
OD0958,C043,P0810,2022-08-30,256,0.34
OD0959,C044,P0811,2021-08-18,2698,0.34
OD0960,C045,P0812,2021-04-08,2364,0.44
OD0961,C046,P0813,2021-06-25,1236,0.44
OD0962,C047,P0814,2022-03-10,756,0.44
OD0963,C048,P0815,2022-04-11,326,0.44
OD0964,C049,P0816,2021-01-09,453,0.44
OD0965,C050,P0817,2022-12-16,326,0.1
OD0966,C051,P0818,2022-04-17,456,0.1
OD0967,C052,P0819,2022-01-05,675,0.1
OD0968,C053,P0820,2021-11-24,654,0.3
OD0969,C054,P0821,2022-05-30,654,0.3
OD0970,C055,P0822,2022-09-11,654,0.3
OD0971,C056,P0823,2023-02-24,654,0.25
OD0972,C057,P0824,2021-06-08,356,0.25
OD0973,C058,P0825,2021-08-09,686,0.3
OD0974,C059,P0826,2022-06-20,456,0.3
OD0975,C060,P0826,2021-01-24,516,0.3
OD0976,C061,P0826,2023-01-20,355,0.4
OD0977,C062,P0826,2021-07-04,465,0.4
OD0978,C063,P0827,2022-06-03,965,0.4
OD0979,C064,P0828,2022-06-08,1158,0.4
OD0980,C065,P0829,2022-06-07,264,0.4
OD0981,C066,P0830,2021-09-12,433,0.4
OD0982,C067,P0831,2021-04-03,562,0.45
OD0983,C068,P0832,2022-11-15,423,0.45
OD0984,C069,P0833,2021-07-26,621,0.45
OD0985,C070,P0834,2021-03-19,333,0.47
OD0986,C071,P0835,2022-11-02,236,0.47
OD0987,C072,P0836,2023-02-18,456,0.46
OD0988,C073,P0837,2021-05-02,963,0.46
OD0989,C074,P0838,2021-07-17,234,0.46
OD0990,C075,P0839,2022-02-17,456,0.3
OD0991,C076,P0840,2022-12-03,564,0.3
OD0992,C077,P0841,2022-01-09,634,0.3
OD0993,C078,P0842,2021-01-20,236,0.3
OD0994,C079,P0843,2022-02-09,444,0.3
OD0995,C080,P0844,2021-09-07,456,0.35
OD0996,C081,P0845,2022-09-15,963,0.35
OD0997,C082,P0846,2021-09-01,456,0.35
OD0998,C083,P0847,2022-08-28,1189,0.35
OD0999,C084,P0848,2021-04-14,1298,0.35
OD1000,C085,P0849,2021-05-16,1456,0.35
OD1001,C086,P0850,2022-12-04,1478,0.4
OD1002,C087,P0851,2022-06-29,256,0.4
OD1003,C088,P0852,2021-09-18,2698,0.15
OD1004,C089,P0853,2023-01-02,2364,0.15
OD1005,C090,P0854,2021-05-04,1236,0.15
OD1006,C091,P0855,2021-05-23,756,0.35
OD1007,C092,P0856,2021-07-23,326,0.35
OD1008,C093,P0857,2022-10-28,453,0.35
OD1009,C094,P0858,2021-12-08,326,0.35
OD1010,C095,P0859,2022-02-11,456,0.55
OD1011,C096,P0860,2022-10-17,675,0.55
OD1012,C097,P0861,2022-08-24,654,0.55
OD1013,C098,P0862,2021-06-05,654,0.55
OD1014,C099,P0863,2022-01-17,654,0.5
OD1015,C100,P0863,2022-02-12,654,0.5
OD1016,C001,P0863,2021-12-10,356,0.5
OD1017,C002,P0863,2022-04-29,686,0.5
OD1018,C003,P0863,2022-10-06,456,0.5
OD1019,C004,P0864,2023-01-06,516,0.3
OD1020,C005,P0865,2022-11-05,355,0.32
OD1021,C006,P0866,2022-08-06,465,0.25
OD1022,C007,P0867,2022-10-02,965,0.45
OD1023,C008,P0868,2023-03-07,1158,0.15
OD1024,C009,P0869,2021-04-20,264,0.33
OD1025,C010,P0870,2021-10-18,433,0.42
OD1026,C011,P0871,2022-02-25,562,0.42
OD1027,C012,P0872,2021-12-10,423,0.39
OD1028,C013,P0873,2022-06-22,621,0.39
OD1029,C014,P0874,2023-02-25,333,0.39
OD1030,C015,P0875,2022-09-20,236,0.39
OD1031,C016,P0876,2021-03-31,456,0.3
OD1032,C017,P0877,2022-08-03,963,0.3
OD1033,C018,P0878,2021-08-23,234,0.3
OD1034,C019,P0879,2022-08-07,456,0.25
OD1035,C020,P0880,2022-06-21,564,0.25
OD1036,C021,P0881,2022-12-01,634,0.3
OD1037,C022,P0882,2021-11-12,236,0.3
OD1038,C023,P0883,2022-06-10,444,0.3
OD1039,C024,P0884,2021-05-11,456,0.4
OD1040,C025,P0885,2023-02-15,963,0.4
OD1041,C026,P0886,2022-12-13,456,0.4
OD1042,C027,P0887,2022-05-15,1189,0.4
OD1043,C028,P0888,2021-07-16,1298,0.4
OD1044,C029,P0889,2021-05-23,1456,0.4
OD1045,C030,P0890,2021-07-21,1478,0.45
OD1046,C031,P0891,2021-04-22,256,0.45
OD1047,C032,P0892,2022-01-11,2698,0.45
OD1048,C033,P0893,2021-09-28,2364,0.47
OD1049,C034,P0894,2021-07-12,1236,0.47
OD1050,C035,P0895,2021-02-19,756,0.46
OD1051,C036,P0896,2022-11-02,326,0.46
OD1052,C037,P0897,2022-06-26,453,0.46
OD1053,C038,P0898,2022-05-10,326,0.3
OD1054,C039,P0899,2021-05-08,456,0.3
OD1055,C040,P0900,2021-12-11,456,0.3
OD1056,C041,P0901,2022-08-20,456,0.3
OD1057,C042,P0902,2021-07-30,456,0.3
OD1058,C043,P0903,2021-06-22,236,0.35
OD1059,C044,P0904,2021-04-09,996,0.35
OD1060,C045,P0905,2021-06-01,654,0.35
OD1061,C046,P0906,2022-06-17,456,0.35
OD1062,C047,P0907,2023-03-15,785,0.35
OD1063,C048,P0908,2021-08-10,365,0.35
OD1064,C049,P0909,2022-03-29,965,0.4
OD1065,C050,P0910,2022-03-16,444,0.4
OD1066,C051,P0911,2022-07-15,569,0.15
OD1067,C052,P0911,2022-04-16,475,0.15
OD1068,C053,P0911,2022-02-28,598,0.15
OD1069,C054,P0911,2021-07-30,536,0.3
OD1070,C055,P0911,2022-07-24,256,0.3
OD1071,C056,P0911,2023-02-28,456,0.3
OD1072,C057,P0911,2022-11-27,456,0.25
OD1073,C058,P0912,2022-03-15,745,0.25
OD1074,C059,P0913,2021-12-28,356,0.3
OD1075,C060,P0914,2022-01-01,1189,0.3
OD1076,C061,P0915,2021-01-30,426,0.3
OD1077,C062,P0916,2022-06-11,1126,0.4
OD1078,C063,P0917,2022-12-21,1145,0.4
OD1079,C064,P0918,2021-01-12,1235,0.4
OD1080,C065,P0919,2021-03-28,1564,0.4
OD1081,C066,P0920,2023-03-20,654,0.4
OD1082,C067,P0921,2022-12-27,854,0.4
OD1083,C068,P0922,2021-03-10,475,0.45
OD1084,C069,P0923,2021-04-03,349,0.45
OD1085,C070,P0924,2022-11-18,350,0.45
OD1086,C071,P0925,2021-12-10,351,0.47
OD1087,C072,P0926,2021-08-31,352,0.47
OD1088,C073,P0927,2021-01-25,353,0.46
OD1089,C074,P0928,2022-07-06,354,0.46
OD1090,C075,P0929,2022-10-03,355,0.46
OD1091,C076,P0930,2022-12-16,356,0.3
OD1092,C077,P0931,2021-10-04,999,0.3
OD1093,C078,P0932,2021-12-28,555,0.3
OD1094,C079,P0933,2022-03-08,555,0.3
OD1095,C080,P0934,2022-10-22,555,0.3
OD1096,C081,P0935,2021-12-09,555,0.35
OD1097,C082,P0936,2022-02-23,1025,0.35
OD1098,C083,P0936,2021-09-21,1025,0.35
OD1099,C084,P0936,2021-09-23,1025,0.35
OD1100,C085,P0936,2021-12-07,555,0.35
OD1101,C086,P0936,2021-04-07,599,0.35
OD1102,C087,P0937,2022-03-09,555,0.4
OD1103,C088,P0938,2022-08-15,555,0.4
OD1104,C089,P0939,2021-09-23,565,0.15
